SYMBOL,NAME OF COMPANY
MAFANG.NS,Mirae Asset Nyse Fang+ Etf
MAFATIND.NS,Mafatlal Industries Ltd.-$
MAFIA.NS,Mafia Trends Ltd
MAGADSUGAR.NS,Magadh Sugar & Energy Limited
MAGANTR.NS,Magnanimous Trade & Finance Ltd.
MAGENTA.NS,Magenta Lifecare Ltd
MAGNAELQ.NS,Magna Electro Castings Ltd.-$
MAGNUM.NS,Magnum Ventures Limited
MAHAANF.NS,Mahaan Foods Ltd.
MAHABANK.NS,Bank Of Maharashtra
MAHACORP.NS,Maharashtra Corporation Ltd.
MAHALXSE.NS,Mahalaxmi Seamless Ltd.-$
MAHANIN.NS,Mahan Industries Ltd.
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited
MAHASTEEL.NS,Mahamaya Steel Industries Limited
MAHEPC.NS,Mahindra Epc Irrigation Limited
MAHESHWARI.NS,Maheshwari Logistics Limited
MAHKTECH.NS,Mirae Asset Hang Seng Tech Etf
MAHLIFE.NS,Mahindra Lifespace Developers Limited
MAHLOG.NS,Mahindra Logistics Limited
MAHSCOOTER.NS,Maharashtra Scooters Limited
MAHSEAMLES.NS,Maharashtra Seamless Limited
MAIDEN.NS,Maiden Forgings Ltd
MAINFRA.NS,Maruti Infrastructure Ltd.
MAITHANALL.NS,Maithan Alloys Limited
MAJESAUT.NS,Majestic Auto Ltd.-$
MAKEINDIA.NS,Mirae Asset Nifty India Manufacturing Etf
MAKERSL.NS,Makers Laboratories Ltd.-$
MALLCOM.NS,Mallcom (India) Limited
MALUPAPER.NS,Malu Paper Mills Limited
MANAKALUCO.NS,Manaksia Aluminium Company Limited
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited
MANAKSIA.NS,Manaksia Limited
MANAKSTEEL.NS,Manaksia Steels Limited
MANALIPETC.NS,Manali Petrochemicals Limited
MANAPPURAM.NS,Manappuram Finance Limited
MANAS.NS,Manas Properties Ltd
MANBA.NS,Manba Finance Limited
MANBRO.NS,Manbro Industries Ltd
MANCREDIT.NS,Mangal Credit And Fincorp Limited
MANGALAM.NS,Mangalam Drugs And Organics Limited
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited
MANGIND.NS,Mangalam Industrial Finance Ltd
MANGLMCEM.NS,Mangalam Cement Limited
MANINDS.NS,Man Industries (India) Limited
MANINFRA.NS,Man Infraconstruction Limited
MANJEERA.NS,Manjeera Constructions Ltd.
MANKIND.NS,Mankind Pharma Limited
MANOMAY.NS,Manomay Tex India Limited
MANORAMA.NS,Manorama Industries Limited
MANORG.NS,Mangalam Organics Limited
MANSIFIN.NS,Mansi Finance (Chennai) Ltd.
MANUGRAPH.NS,Manugraph India Limited
MANYAVAR.NS,Vedant Fashions Limited
MAPMYINDIA.NS,C.E. Info Systems Limited
MARALOVER.NS,Maral Overseas Limited
MARATHON.NS,Marathon Nextgen Realty Limited
MARBLE.NS,Marble City India Ltd
MARBU.NS,Martin Burn Ltd.
MARICO.NS,Marico Limited
MARINE.NS,Marine Electricals (India) Limited
MARIS.NS,Maris Spinners Ltd.-$
MARKOBENZ.NS,Markobenz Ventures Ltd
MARKOLINES.NS,Markolines Pavement Technologies Ltd
MARKSANS.NS,Marksans Pharma Limited
MARSHALL.NS,Marshall Machines Limited
MARSONS.NS,Marsons Limited
MARUTI.NS,Maruti Suzuki India Limited
MASFIN.NS,Mas Financial Services Limited
MASKINVEST.NS,Mask Investments Limited
MASPTOP50.NS,Mirae Asset S&P 500 Top 50 Etf
MASTEK.NS,Mastek Limited
MASTERTR.NS,Master Trust Ltd.
MATRIMONY.NS,Matrimony.Com Limited
MAWANASUG.NS,Mawana Sugars Limited
MAXESTATES.NS,Max Estates Limited
MAXHEALTH.NS,Max Healthcare Institute Limited
MAXHEIGHTS.NS,Maxheights Infrastructure Ltd.
MAXIMUS.NS,Maximus International Ltd
MAXIND.NS,Max India Limited
MAYUKH.NS,Mayukh Dealtrade Ltd
MAYURFL.NS,Mayur Floorings Ltd.
MAYURUNIQ.NS,Mayur Uniquoters Ltd
MAZDA.NS,Mazda Limited
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited
MBAPL.NS,Madhya Bharat Agro Products Limited
MBECL.NS,Mcnally Bharat Engineering Company Limited
MBLINFRA.NS,Mbl Infrastructure Limited
MCCHRLS-B.NS,Mac Charles (India) Ltd.
MCEL.NS,Mach Conferences And Events Ltd
MCFL.NS,Mayank Cattle Food Ltd
MCL.NS,Madhav Copper Limited
MCLEODRUSS.NS,Mcleod Russel India Limited
MCLOUD.NS,Magellanic Cloud Ltd
MCLTD.NS,Munoth Communication Ltd
MCPL.NS,Manoj Ceramic Ltd
MCX.NS,Multi Commodity Exchange Of India Limited
MDRNSTL.NS,Modern Steels Ltd.-$
MEAPL.NS,Modern Engineering And Projects Ltd
MEDANTA.NS,Global Health Limited
MEDIAONE.NS,Mediaone Global Entertainment Ltd.
MEDIASSIST.NS,Medi Assist Healthcare Services Limited
MEDICAMEQ.NS,Medicamen Biotech Limited
MEDICAPQ.NS,Medi-Caps Ltd.-$
MEDICO.NS,Medico Remedies Limited
MEDINOV.NS,Medinova Diagnostic Services Ltd.
MEDPLUS.NS,Medplus Health Services Limited
MEENST.NS,Meenakshi Steel Industries Ltd.
MEERA.NS,Meera Industries Ltd
MEFCOMCAP.NS,Mefcom Capital Markets Ltd.
MEGACOR.NS,Mega Corporation Ltd.
MEGASOFT.NS,Megasoft Limited
MEGASTAR.NS,Megastar Foods Limited
MEGRISOFT.NS,Megri Soft Ltd
MEHAI.NS,Mehai Technology Ltd
MEHIF.NS,Mehta Integrated Finance Ltd.
MEHTAHG.NS,Mehta Housing Finance Ltd.
MENAMANI.NS,Mena Mani Industries Ltd
MENNPIS.NS,Menon Pistons Ltd.
MENONBE.NS,Menon Bearings Limited
MEP.NS,Mep Infrastructure Developers Limited
MERCANTILE.NS,Mercantile Ventures Ltd
MERCTRD.NS,Mercury Trade Links Ltd.
MERCURYEV.NS,Mercury Ev-Tech Ltd
MERCURYLAB.NS,Mercury Laboratories Ltd
MESON.NS,Meson Valves India Ltd
METAL.NS,Mirae Asset Nifty Metal Etf
METALCO.NS,Metal Coatings (India) Ltd.
METALIETF.NS,Icici Prudential Nifty Metal Etf
METROBRAND.NS,Metro Brands Limited
METROGLOBL.NS,Metroglobal Limited
METROPOLIS.NS,Metropolis Healthcare Limited
METSL.NS,Maestros Electronics & Telecommunications Systems Ltd
MFLINDIA.NS,Mfl India Ltd.
MFML.NS,Mahalaxmi Fabric Mills Limited
MFSINTRCRP.NS,Mfs Intercorp Ltd.
MFSL.NS,Max Financial Services Limited
MGEL.NS,Mangalam Global Enterprise Limited
MGL.NS,Mahanagar Gas Limited
MHLXMIRU.NS,Mahalaxmi Rubtech Limited
MHRIL.NS,Mahindra Holidays & Resorts India Limited
MHSGRMS.NS,Mahasagar Travels Ltd.
MICEL.NS,Mic Electronics Limited
MICROSE.NS,Microse India Ltd.
MID150CASE.NS,Zerodha Nifty Midcap 150 Etf
MIDCAPETF.NS,Mirae Asset Nifty Midcap 150 Etf
MIDCAPIETF.NS,Icici Prudential Nifty Midcap 150 Etf
MIDEASTP.NS,Mid East Portfolio Management Ltd.
MIDHANI.NS,Mishra Dhatu Nigam Limited
MIDINDIA.NS,Mid India Industries Ltd.
MIDQ50ADD.NS,Dsp Nifty Midcap 150 Quality 50 Etf
MIDSELIETF.NS,Icici Prudential Bse Midcap Select Etf
MIDSMALL.NS,Mirae Asset Nifty Midsmallcap400 Momentum Quality 100 Etf
MIDWEST.NS,Midwest Gold Ltd.
MIHIKA.NS,Mihika Industries Ltd
MIIL.NS,Meghna Infracon Infrastructure Ltd
MIL.NS,Medico Intercontinental Ltd
MILEFUR.NS,Milestone Furniture Ltd
MILESTONE.NS,Milestone Global Ltd.
MILLENNIUM.NS,Millennium Online Solutions ( India ) Ltd
MINALIND.NS,Minal Industries Limited
MINAXI.NS,Minaxi Textiles Ltd.
MINDACORP.NS,Minda Corporation Limited
MINDTECK.NS,Mindteck (India) Limited
MINFY.NS,Mahaveer Infoway Ltd
MINID.NS,Mini Diamonds (India) Ltd.
MINOLTAF.NS,Minolta Finance Ltd.
MIRCELECTR.NS,Mirc Electronics Limited
MIRZAINT.NS,Mirza International Limited
MISHDESIGN.NS,Mish Designs Ltd
MISHKA.NS,Mishka Exim Ltd
MISHTANN.NS,Mishtann Foods Ltd
MISQUITA.NS,Misquita Engineering Ltd
MITCON.NS,Mitcon Consultancy & Engineering Services Limited
MITSHI.NS,Mitshi India Ltd
MITSU.NS,Mitsu Chem Plast Ltd
MITTAL.NS,Mittal Life Style Limited
MIVENMACH.NS,Miven Machine Tools Ltd.
MKEXIM.NS,M.K. Exim (India) Ltd
MKPL.NS,M K Proteins Limited
MKPMOB.NS,Mkp Mobility Ltd
MKTCREAT.NS,Market Creators Ltd.
MKVENTURES.NS,Mkventures Capital Ltd
MLINDLTD.NS,M Lakhamsi Industries Ltd
MLKFOOD.NS,Milkfood Ltd.
MMFL.NS,Mm Forgings Limited
MMLF.NS,Money Masters Leasing & Finance Ltd
MMP.NS,Mmp Industries Limited
MMRUBBR-B.NS,Mm Rubber Company Ltd.
MMTC.NS,Mmtc Limited
MMWL.NS,Media Matrix Worldwide Ltd.
MNIL.NS,Mega Nirman And Industries Ltd
MNPLFIN.NS,Manipal Finance Corporation Ltd.
MODAIRY.NS,Modern Dairies Ltd.
MODINATUR.NS,Modi Naturals Limited
MODINSU.NS,Modern Insulators Ltd.
MODIPON.NS,Modipon Ltd.
MODIRUBBER.NS,Modi Rubber Limited
MODIS.NS,Modis Navnirman Ltd
MODISONLTD.NS,Modison Limited
MODRNSH.NS,Modern Shares & Stockbrokers Ltd.
MODTHREAD.NS,Modern Threads (India) Limited
MODULEX.NS,Modulex Construction Technologies Ltd
MODWOOL.NS,Modella Woollens Ltd.
MOHEALTH.NS,Motilal Oswal S&P Bse Healthcare Etf
MOHITE.NS,Mohite Industries Ltd
MOHITIND.NS,Mohit Industries Limited
MOHITPPR.NS,Mohit Paper Mills Ltd.
MOIL.NS,Moil Limited
MOKSH.NS,Moksh Ornaments Limited
MOL.NS,Meghmani Organics Limited
MOLDTECH.NS,Mold-Tek Technologies Limited
MOLDTKPAC.NS,Mold-Tek Packaging Limited
MOLOWVOL.NS,Motilal Oswal S&P Bse Low Volatility Etf
MOM100.NS,Motilal Oswal Mutual Fund - Motilal Oswal Most Shares Midcap 100 Etf- Growth Option
MOM30IETF.NS,Icici Prudential Nifty 200 Momentum 30 Etf
MOM50.NS,Motilal Oswal Most Shares M50 Etf
MOMENTUM.NS,Aditya Birla Sun Life Nifty 200 Momentum 30 Etf
MOMOMENTUM.NS,Motilal Oswal Nifty 200 Momentum 30 Etf
MONARCH.NS,Monarch Networth Capital Limited
MONEYBOXX.NS,Moneyboxx Finance Ltd
MONGIPA.NS,Moongipa Capital Finance Ltd.
MONIND.NS,Monind Ltd
MONOT.NS,Monotype India Ltd.
MONQ50.NS,Motilal Oswal Nasdaq Q 50 Etf
MONTECARLO.NS,Monte Carlo Fashions Limited
MOQUALITY.NS,Motilal Oswal S&P Bse Quality Etf
MORARJEE.NS,Morarjee Textiles Limited
MORARKFI.NS,Morarka Finance Ltd.
MOREPENLAB.NS,Morepen Laboratories Limited
MORGAN.NS,Morgan Ventures Ltd.
MORGANITE.NS,Morganite Crucible (India) Ltd.
MOSCHIP.NS,Moschip Technologies Ltd
MOTHERSON.NS,Samvardhana Motherson International Limited
MOTILALOFS.NS,Motilal Oswal Financial Services Limited
MOTISONS.NS,Motisons Jewellers Limited
MOTOGENFIN.NS,The Motor & General Finance Limited
MOUNT.NS,Mount Housing And Infrastructure Ltd
MOVALUE.NS,Motilal Oswal S&P Bse Enhanced Value Etf
MPAGI.NS,M.P.Agro Industries Ltd.
MPDL.NS,Mpdl Ltd
MPHASIS.NS,Mphasis Limited
MPILCORPL.NS,Mpil Corporation Ltd.
MPL.NS,Mpl Plastics Limited
MPSLTD.NS,Mps Limited
MRCAGRO.NS,Mrc Agrotech Ltd
MRF.NS,Mrf Limited
MRO-TEK.NS,Mro-Tek Realty Limited
MRP.NS,Mrp Agro Ltd
MRPL.NS,Mangalore Refinery And Petrochemicals Limited
MRUTR.NS,Mrugesh Trading Ltd.
MSL.NS,Mangalam Seeds Ltd
MSPL.NS,Msp Steel & Power Limited
MSRINDIA.NS,Msr India Ltd.
MSTCLTD.NS,Mstc Limited
MSUMI.NS,Motherson Sumi Wiring India Limited
MTARTECH.NS,Mtar Technologies Limited
MTEDUCARE.NS,Mt Educare Limited
MTNL.NS,Mahanagar Telephone Nigam Limited
MTPL.NS,Marg Techno Projects Ltd
MUDRA.NS,Mudra Financial Services Ltd
MUFIN.NS,Mufin Green Finance Limited
MUFTI.NS,Credo Brands Marketing Limited
MUKANDLTD.NS,Mukand Limited
MUKATPIP.NS,Mukat Pipes Ltd.-$
MUKESHB.NS,Mukesh Babu Financial Services Ltd.
MUKKA.NS,Mukka Proteins Limited
MUKTA.NS,Mukta Agriculture Ltd
MUKTAARTS.NS,Mukta Arts Limited
MUL.NS,Mauria Udyog Ltd
MULLER.NS,Muller & Phipps (India) Ltd.
MULTIBASE.NS,Multibase India Ltd.
MULTICAP.NS,Mirae Asset Nifty500 Multicap 50:25:25 Etf
MULTIIN.NS,Multiplus Holdings Ltd.
MUNCAPM.NS,Munoth Capital Market Ltd.
MUNJALAU.NS,Munjal Auto Industries Limited
MUNJALSHOW.NS,Munjal Showa Limited
MUNOTHFI.NS,Munoth Financial Services Ltd.
MURAE.NS,Murae Organisor Ltd
MURUDCERA.NS,Murudeshwar Ceramics Limited
MUTHOOTCAP.NS,Muthoot Capital Services Limited
MUTHOOTFIN.NS,Muthoot Finance Limited
MUTHOOTMF.NS,Muthoot Microfin Limited
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited
MYMONEY.NS,My Money Securities Ltd
MYSORPETRO.NS,Mysore Petro Chemicals Ltd.-$
MYSTICELE.NS,Mystic Electronics Ltd
NACLIND.NS,Nacl Industries Limited
NAGAFERT.NS,Nagarjuna Fertilizers And Chemicals Limited
NAGPI.NS,Nagpur Power & Industries Ltd.
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited
NAGREEKEXP.NS,Nagreeka Exports Limited
NAGTECH.NS,Nagarjuna Agri Tech Ltd.
NAHARCAP.NS,Nahar Capital And Financial Services Limited
NAHARINDUS.NS,Nahar Industrial Enterprises Limited
NAHARPOLY.NS,Nahar Poly Films Limited
NAHARSPING.NS,Nahar Spinning Mills Limited
NAKSH.NS,Naksh Precious Metals Ltd
NAM.NS,Nam Securities Ltd
NAM-INDIA.NS,Nippon Life India Asset Management Limited
NAPEROL.NS,Naperol Investments Ltd
NAPL.NS,Naturite Agro Products Ltd
NARBADA.NS,Narbada Gems And Jewellery Ltd.
NARMADA.NS,Narmada Agrobase Limited
NARMP.NS,Narmada Macplast Drip Irrigation Systems Ltd.
NARPROP.NS,Narendra Properties Ltd.
NATCAPSUQ.NS,Natural Capsules Ltd.
NATCOPHARM.NS,Natco Pharma Limited
NATFIT.NS,National Fittings Limited
NATGENI.NS,National General Industries Ltd.
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
NATHIND.NS,Nath Industries Ltd
NATHUEC.NS,Natura Hue Chem Ltd.
NATIONALUM.NS,National Aluminium Company Limited
NATIONSTD.NS,National Standard (India) Ltd.
NATPLAS.NS,National Plastic Industries Ltd.
NATPLASTI.NS,National Plastic Technologies Ltd.
NATRAJPR.NS,Natraj Proteins Ltd.
NATURAL.NS,Natural Biocon (India) Ltd
NATURO.NS,Naturo Indiabull Ltd
NAUKRI.NS,Info Edge (India) Limited
NAVA.NS,Nava Limited
NAVIGANT.NS,Navigant Corporate Advisors Ltd
NAVINFLUOR.NS,Navin Fluorine International Limited
NAVINIFTY.NS,Navi Nifty 50 Etf
NAVKAR.NS,Navkar Urbanstructure Ltd
NAVKARCORP.NS,Navkar Corporation Limited
NAVNETEDUL.NS,Navneet Education Limited
NAVODAYENT.NS,Navoday Enterprises Ltd
NAZARA.NS,Nazara Technologies Limited
NBCC.NS,Nbcc (India) Limited
NBFOOT.NS,Nb Footwear Ltd.
NBIFIN.NS,N. B. I. Industrial Finance Company Limited
NCC.NS,Ncc Limited
NCCBLUE.NS,Ncc Blue Water Products Ltd.
NCLIND.NS,Ncl Industries Limited
NCLRESE.NS,Ncl Research & Financial Services Ltd.
NDASEC.NS,Nda Securities Ltd.
NDGL.NS,Naga Dhunseri Group Limited
NDL.NS,Nandan Denim Limited
NDLVENTURE.NS,Ndl Ventures Limited
NDRAUTO.NS,Ndr Auto Components Limited
NDTV.NS,New Delhi Television Limited
NEAGI.NS,Neelamalai Agro Industries Ltd.
NECCLTD.NS,North Eastern Carrying Corporation Limited
NECLIFE.NS,Nectar Lifesciences Limited
NEELKAN.NS,Neelkanth Rockminerals Ltd.
NEELKANTH.NS,Neelkanth Ltd-$
NEERAJ.NS,Neeraj Paper Marketing Ltd
NEIL.NS,Neil Industries Ltd
NELCAST.NS,Nelcast Limited
NELCO.NS,Nelco Limited
NEOGEN.NS,Neogen Chemicals Limited
NESCO.NS,Nesco Limited
NESTLEIND.NS,Nestle India Limited
NETLINK.NS,Netlink Solutions (India) Ltd.
NETTLINX.NS,Nettlinx Ltd.
NETWEB.NS,Netweb Technologies India Limited
NETWORK18.NS,Network18 Media & Investments Limited
NEULANDLAB.NS,Neuland Laboratories Limited
NEWGEN.NS,Newgen Software Technologies Limited
NEWINFRA.NS,Newtime Infrastructure Limited
NEWLIGHT.NS,New Light Apparels Ltd
NEWMKTADV.NS,New Markets Advisory Ltd.
NEXT50.NS,Mirae Asset Nifty Next 50 Etf (Manxt50Etf)
NEXT50IETF.NS,Icici Prudential Nifty Next 50 Etf
NEXTMEDIA.NS,Next Mediaworks Limited
NEXUSSURGL.NS,Nexus Surgical And Medicare Ltd
NEXXUS.NS,Nexxus Petro Industries Ltd
NFL.NS,National Fertilizers Limited
NGIL.NS,Nakoda Group Of Industries Limited
NGIND.NS,N.G.Industries Ltd.-$
NGLFINE.NS,Ngl Fine-Chem Limited
NH.NS,Narayana Hrudayalaya Ltd.
NHCFOODS.NS,Nhc Foods Ltd.
NHL.NS,Naturewings Holidays Ltd
NHPC.NS,Nhpc Limited
NIACL.NS,The New India Assurance Company Limited
NIBE.NS,Nibe Ltd
NIBEORD.NS,Nibe Ordnance And Maritime Ltd
NIBL.NS,Nrb Industrial Bearings Limited
NICCOPAR.NS,Nicco Parks & Resorts Ltd.-$
NIDHGRN.NS,Nidhi Granites Ltd.
NIEHSPA.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1- Direct Dividend Plan Reinvestment
NIEHSPB.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Monthly Dividend Plan Dividend Payout
NIEHSPC.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Monthly Dividend Plan Reinvestment
NIEHSPD.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Growth Plan Growth
NIEHSPE.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Quarterly Dividend Plan Dividend Payout
NIEHSPF.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Quarterly Dividend Plan Reinvestment
NIEHSPG.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Growth Plan Growth
NIEHSPH.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Dividend Plan Dividend Payout
NIEHSPI.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Quarterly Dividend Plan Dividend Payout
NIEHSPJ.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Dividend Plan Reinvestment
NIEHSPK.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Quarterly Dividend Plan Reinvestment
NIEHSPL.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Monthly Dividend Plan Dividend Payout
NIEHSPM.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Dividend Plan Dividend Payout
NIEHSPN.NS,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Monthly Dividend Plan Reinvestment
NIESSPA.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Bonus Planbonus
NIESSPB.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Bonus Plan Bonus
NIESSPC.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Dividend Plan Dividend Payout
NIESSPD.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Dividend Plan Reinvestment
NIESSPE.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Growth Plan Growth
NIESSPF.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Monthly Dividend Plan Dividend Payout
NIESSPG.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Monthly Dividend Plan Reinvestment
NIESSPH.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Quarterly Dividend Plan Dividend Payout
NIESSPI.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Quarterly Dividend Plan Reinvestment
NIESSPJ.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Dividend Plandividend Payout
NIESSPK.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Dividend Plan Reinvestment
NIESSPL.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan Growth
NIESSPM.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Monthly Dividend Plandividend Payout
NIESSPN.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Monthly Dividend Plan Reinvestment
NIESSPO.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Quarterly Dividend Plandividend Payout
NIESSPP.NS,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Quarterly Dividend Plan Reinvestment
NIF100BEES.NS,Nippon India Etf Nifty 100
NIF100IETF.NS,Icici Prudential Nifty 100 Etf
NIFITETF.NS,Uti Nifty It Etf
NIFMID150.NS,Uti Nifty Midcap 150 Etf
NIFTY1.NS,Kotak Nifty 50 Etf
NIFTY50ADD.NS,Dsp Nifty 50 Etf
NIFTYBEES.NS,Nippon India Etf Nifty 50 Bees
NIFTYBETF.NS,Bajaj Finserv Nifty 50 Etf
NIFTYETF.NS,Mirae Asset Nifty 50 Etf (Man50Etf)
NIFTYIETF.NS,Icici Prudential Nifty 50 Etf
NIFTYQLITY.NS,Aditya Birla Sun Life Nifty 200 Quality 30 Etf
NIHARINF.NS,Nihar Info Global Ltd.
NIITLTD.NS,Niit Limited
NIITMTS.NS,Niit Learning Systems Limited
NIKHILAD.NS,Nikhil Adhesives Ltd.-$
NIKKIGL.NS,Nikki Global Finance Ltd.
NILACHAL.NS,Nilachal Refractories Ltd.
NILAINFRA.NS,Nila Infrastructures Limited
NILASPACES.NS,Nila Spaces Limited
NILE.NS,Nile Ltd.
NILKAMAL.NS,Nilkamal Limited
NIMBSPROJ.NS,Nimbus Projects Ltd.
NINSYS.NS,Nintec Systems Limited
NIPPOBATRY.NS,Indo-National Limited
NIRAJ.NS,Niraj Cement Structurals Limited
NIRAJISPAT.NS,Niraj Ispat Industries Limited
NIRAVCOM.NS,Nirav Commercials Ltd.
NIRBHAYIND.NS,Nirbhay Colours India Ltd
NIRLON.NS,Nirlon Ltd.
NITCO.NS,Nitco Limited
NITINCAST.NS,Nitin Castings Ltd
NITINSPIN.NS,Nitin Spinners Limited
NITIRAJ.NS,Nitiraj Engineers Limited
NITTAGELA.NS,Nitta Gelatin India Ltd.-$
NIVAKA.NS,Nivaka Fashions Ltd
NIYOGIN.NS,Niyogin Fintech Ltd
NKIND.NS,Nk Industries Limited
NLCINDIA.NS,Nlc India Limited
NLFL.NS,Nalin Lease Finance Ltd.
NMDC.NS,Nmdc Limited
NMSRESRC.NS,Nms Resources Global Ltd
NOCIL.NS,Nocil Limited
NOIDATOLL.NS,Noida Toll Bridge Company Limited
NOL.NS,National Oxygen Ltd.
NORBTEAEXP.NS,Norben Tea & Exports Limited
NORRIS.NS,Norris Medicines Ltd.
NORTHARC.NS,Northern Arc Capital Limited
NORTHLINK.NS,Northlink Fiscal And Capital Services Ltd
NOUVEAU.NS,Nouveau Global Ventures Ltd.
NOVAAGRI.NS,Nova Agritech Limited
NOVARTIND.NS,Novartis India Ltd.
NOVATEOR.NS,Novateor Research Laboratories Ltd
NOVIS.NS,Nova Iron & Steel Ltd.
NPFL.NS,Neopolitan Pizza And Foods Ltd
NPL.NS,National Peroxide Ltd
NPRFIN.NS,Npr Finance Ltd.
NRAIL.NS,N R Agarwal Industries Limited
NRBBEARING.NS,Nrb Bearing Limited
NRL.NS,Nupur Recyclers Limited
NSIL.NS,Nalwa Sons Investments Limited
NSL.NS,Northern Spirits Ltd
NSLNISP.NS,Nmdc Steel Limited
NTCIND.NS,Ntc Industries Ltd.
NTPC.NS,Ntpc Limited
NUCLEUS.NS,Nucleus Software Exports Limited
NURECA.NS,Nureca Limited
NUTECGLOB.NS,Nutech Global Ltd.
NUVAMA.NS,Nuvama Wealth Management Limited
NUVOCO.NS,Nuvoco Vistas Corporation Limited
NV20IETF.NS,Icici Prudential Nifty50 Value 20 Etf
NVENTURES.NS,Nanavati Ventures Ltd
NYKAA.NS,Fsn E-Commerce Ventures Limited
NYSSACORP.NS,Nyssa Corporation Limited
OAL.NS,Oriental Aromatics Limited
OASISEC.NS,Oasis Securities Ltd.
OBCL.NS,Orissa Bengal Carrier Limited
OBEROIRLTY.NS,Oberoi Realty Limited
OCCL.NS,Oriental Carbon & Chemicals Limited
OCCLLTD.NS,Occl Limited
OCEANIC.NS,Oceanic Foods Ltd
OCTAL.NS,Octal Credit Capital Ltd
OCTAVE.NS,Perfect-Octave Media Projects Ltd
OCTAVIUSPL.NS,Octavius Plantations Ltd
OCTAWARE.NS,Octaware Technologies Ltd
ODYCORP.NS,Odyssey Corporation Ltd.
ODYSSEY.NS,Odyssey Technologies Ltd.-$
OFSS.NS,Oracle Financial Services Software Limited
OIL.NS,Oil India Limited
OILCOUNTUB.NS,Oil Country Tubular Limited
OILIETF.NS,Icici Prudential Nifty Oil & Gas Etf
OKPLA.NS,Ok Play India Ltd.
OLAELEC.NS,Ola Electric Mobility Limited
OLATECH.NS,Olatech Solutions Ltd
OLECTRA.NS,Olectra Greentech Limited
OLPCL.NS,Olympic Cards Ltd.
OLYMPTX.NS,Olympia Industries Ltd.
OLYOI.NS,Olympic Oil Industries Ltd.
OMANSH.NS,Omansh Enterprises Ltd
OMAXAUTO.NS,Omax Autos Limited
OMAXE.NS,Omaxe Limited
OMEAG.NS,Omega Ag-Seeds (Punjab) Ltd.
OMEGAIN.NS,Omega Interactive Technologies Ltd.
OMINFRAL.NS,Om Infra Limited
OMKARCHEM.NS,Omkar Speciality Chemicals Limited
OMKARPH.NS,Omkar Pharmachem Ltd.
OMNIAX.NS,Omni Axs Software Ltd.
OMNIPOTENT.NS,Omnipotent Industries Ltd
OMNITEX.NS,Omnitex Industries (India) Ltd.
ONEGLOBAL.NS,One Global Service Provider Ltd
ONELIFECAP.NS,Onelife Capital Advisors Limited
ONEPOINT.NS,One Point One Solutions Limited
ONGC.NS,Oil & Natural Gas Corporation Limited
ONMOBILE.NS,Onmobile Global Limited
ONTIC.NS,Ontic Finserve Ltd
ONWARDTEC.NS,Onward Technologies Limited
OONE.NS,Objectone Information Systems Ltd.
OPCHAINS.NS,O. P. Chains Ltd
OPTIEMUS.NS,Optiemus Infracom Limited
OPTIFIN.NS,Optimus Finance Ltd
ORBTEXP.NS,Orbit Exports Limited
